Rk,Player,Tm,Age,Pos,G,GS,0-19_FGA,0-19_FGM,20-29_FGA,20-29_FGM,30-39_FGA,30-39_FGM,40-49_FGA,40-49_FGM,50+_FGA,50+_FGM,Scoring_FGA,Scoring_FGM,Scoring_Lng,Scoring_FG%,Scoring_XPA,Scoring_XPM,Scoring_XP%,Kickoffs_KO,Kickoffs_KOYds,Kickoffs_TB,Kickoffs_TB%,Kickoffs_KOAvg,season
26,Bill Gramatica,ARI,24,K,16,0,,,7,6,2,2,8,6,4,1,21,15,50,0.714,29,29,1,60,3580,,,59.7,2002
27,Todd Peterson,PIT,32,K,10,0,1,1,3,2,10,6,7,3,,,21,12,46,0.571,26,25,0.962,49,2718,1,0.02,55.5,2002
28,Billy Cundiff,DAL,22,K,16,0,,,3,3,7,5,8,4,1,,19,12,48,0.632,25,25,1,30,1743,1,0.033,58.1,2002
29,Jeff Reed,PIT,23,K,6,0,,,5,5,5,5,7,6,2,1,19,17,50,0.895,11,10,0.909,35,2043,1,0.029,58.4,2002
30,Neil Rackers,CIN,26,K,16,0,2,2,5,5,3,3,5,3,3,2,18,15,54,0.833,32,30,0.938,64,3526,3,0.047,55.1,2002
31,Shayne Graham,CAR,25,K,11,0,1,1,4,2,3,2,8,6,2,2,18,13,50,0.722,21,21,1,5,330,,,66,2002
32,James Tuthill,2TM,26,K,12,0,,,3,3,7,4,5,2,1,1,16,10,53,0.625,21,20,0.952,43,2736,3,0.07,63.6,2002
33,Jeff Chandler,SFO,23,K,6,0,1,1,2,2,1,1,7,4,1,,12,8,47,0.667,14,14,1,29,1687,1,0.034,58.2,2002
34,Tim Seder,JAX,28,K,5,0,,,4,4,3,2,4,2,1,,12,8,43,0.667,11,11,1,23,1113,,,48.4,2002
35,Hayden Epstein,2TM,22,K,15,0,,,3,3,3,2,2,,1,,9,5,34,0.556,13,13,1,22,1383,5,0.227,62.9,2002
36,Doug Brien,MIN,32,K,6,0,,,3,3,1,1,2,1,,,6,5,42,0.833,7,5,0.714,15,968,1,0.067,64.5,2002
37,Danny Boyd,JAX,24,K,4,0,,,3,3,2,2,,,,,5,5,33,1,7,7,1,17,965,,,56.8,2002
38,John Kasay,CAR,33,K,2,0,,,2,2,,,2,,1,,5,2,27,0.4,5,5,1,,,,,,2002
39,Jon Hilbert,CAR,27,K,1,0,,,,,1,,1,,,,2,,,0,3,3,1,,,,,,2002
40,Brett Conway,WAS,27,K,1,0,,,,,1,1,,,,,1,1,35,1,4,4,1,5,258,,,51.6,2002
41,Michael Husted,KAN,32,K,6,0,,,,,1,1,,,,,1,1,38,1,3,3,1,5,297,,,59.4,2002
42,Richie Cunningham,JAX,32,K,1,0,,,1,1,,,,,,,1,1,23,1,2,2,1,5,245,,,49,2002
43,J.R. Jenkins,BAL,23,K,7,0,,,,,,,,,1,,1,,,0,,,,1,69,,,69,2002
44,Toby Gowin,NOR,27,P,15,0,,,,,,,,,,,,,,,,,,69,4527,6,0.087,65.6,2002
45,Micah Knorr,2TM,27,P,15,0,,,,,,,,,,,,,,,,,,66,4259,7,0.106,64.5,2002
46,Todd Sauerbrun,CAR,29,P,16,0,,,,,,,,,,,,,,,,,,56,3370,7,0.125,60.2,2002
47,Wade Richey,SDG,26,K,12,0,,,,,,,,,,,,,,,,,,50,3175,16,0.32,63.5,2002
48,Matt Allen,NYG,25,P,14,0,,,,,,,,,,,,,,,,,,2,120,,,60,2002
49,Dave Zastudil,BAL,24,P,16,0,,,,,,,,,,,,,,,,,,2,128,,,64,2002
50,Darren Bennett,SDG,37,P,16,0,,,,,,,,,,,,,,,,,,1,73,,,73,2002
51,Travis Dorsch,CIN,23,P,1,0,,,,,,,,,,,,,,,,,,1,40,,,40,2002
52,Filip Filipovic,DAL,25,P,9,0,,,,,,,,,,,,,,,,,,1,59,,,59,2002
53,Brad Maynard,CHI,28,P,16,0,,,,,,,,,,,,,,,,,,1,51,,,51,2002
54,Scott Player,ARI,33,P,16,0,,,,,,,,,,,,,,,,,,1,68,,,68,2002
55,Chad Stanley,HOU,26,P,16,0,,,,,,,,,,,,,,,,,,1,53,,,53,2002
56,Dan Stryzinski,KAN,37,P,16,0,,,,,,,,,,,,,,,,,,1,39,,,39,2002
57,Danny Wuerffel,WAS,28,QB,7,4,,,,,,,,,,,,,,,,,,1,41,,,41,2002
1,Kris Brown,PIT,25,K,16,0,,,7,7,20,15,15,6,2,2,44,30,55,0.682,37,34,0.919,84,5046,9,0.107,60.1,2001
2,Jay Feely,ATL,25,K,16,0,1,1,8,8,15,14,9,4,4,2,37,29,55,0.784,28,28,1,75,4647,7,0.093,62,2001
3,Jason Elam,DEN,31,K,16,0,,,11,11,8,8,13,10,4,2,36,31,50,0.861,31,31,1,82,5155,10,0.122,62.9,2001
4,Todd Peterson,KAN,31,K,16,0,,,11,9,10,9,12,8,2,1,35,27,51,0.771,28,27,0.964,74,4435,7,0.095,59.9,2001
5,Matt Stover,BAL,33,K,16,0,,,16,16,10,9,9,5,,,35,30,49,0.857,25,25,1,26,1529,1,0.038,58.8,2001
6,Mike Vanderjagt,IND,31,K,16,0,,,8,7,6,6,16,12,4,3,34,28,52,0.824,42,41,0.976,50,3083,,,61.7,2001
7,Brett Conway,WAS,26,K,16,0,,,8,8,11,8,12,8,2,2,33,26,55,0.788,22,22,1,64,3861,7,0.109,60.3,2001
8,Rian Lindell,SEA,24,K,16,0,,,8,7,5,4,14,6,5,3,32,20,54,0.625,33,33,1,68,4217,4,0.059,62,2001
9,Wade Richey,SDG,25,K,16,0,,,15,13,7,4,7,3,3,1,32,21,51,0.656,26,26,1,82,5399,18,0.22,65.8,2001
10,Ryan Longwell,GNB,27,K,16,0,,,4,3,10,9,14,7,3,1,31,20,54,0.645,45,44,0.978,81,4823,4,0.049,59.5,2001
11,David Akers,PHI,27,K,16,0,1,1,9,9,8,7,10,7,3,2,31,26,50,0.839,38,37,0.974,79,4903,7,0.089,62.1,2001
12,Paul Edinger,CHI,23,K,16,0,,,7,6,8,7,16,13,,,31,26,48,0.839,34,34,1,73,4404,4,0.055,60.3,2001
13,John Hall,NYJ,27,K,16,0,1,1,8,8,7,5,9,7,6,3,31,24,53,0.774,32,32,1,74,4676,9,0.122,63.2,2001
14,John Carney,NOR,37,K,15,0,,,7,7,11,11,12,8,1,1,31,27,50,0.871,32,32,1,3,172,,,57.3,2001
15,Adam Vinatieri,NWE,29,K,16,0,1,1,8,8,8,7,12,7,1,1,30,24,54,0.8,42,41,0.976,82,4986,6,0.073,60.8,2001
16,Jason Hanson,DET,31,K,16,0,1,1,2,2,8,8,12,6,7,4,30,21,54,0.7,23,23,1,67,4260,11,0.164,63.6,2001
17,Jeff Wilkins,STL,29,K,16,0,,,11,11,5,5,12,6,1,1,29,23,54,0.793,58,58,1,98,6304,10,0.102,64.3,2001
18,Martin Gramatica,TAM,26,K,14,0,,,10,9,9,9,7,5,3,,29,23,49,0.793,28,28,1,65,4102,10,0.154,63.1,2001
19,Sebastian Janikowski,OAK,23,K,15,0,,,7,7,10,9,9,6,2,1,28,23,52,0.821,42,42,1,82,5228,12,0.146,63.8,2001
20,Joe Nedney,TEN,28,K,16,0,,,6,6,5,5,15,8,2,1,28,20,51,0.714,35,34,0.971,72,4491,12,0.167,62.4,2001
21,Mike Hollis,JAX,29,K,16,0,,,5,4,11,8,11,6,1,,28,18,48,0.643,31,29,0.935,13,674,,,51.8,2001
22,Morten Andersen,NYG,41,K,16,0,,,8,8,8,7,7,6,5,2,28,23,51,0.821,30,29,0.967,27,1585,,,58.7,2001
23,Neil Rackers,CIN,25,K,16,0,,,6,4,11,8,9,4,2,1,28,17,52,0.607,24,23,0.958,56,3361,8,0.143,60,2001
24,John Kasay,CAR,32,K,16,0,,,10,10,4,4,9,7,5,2,28,23,52,0.821,23,22,0.957,27,1708,,,63.3,2001
25,Jose Cortez,SFO,26,K,16,0,2,1,7,6,7,6,8,4,1,1,25,18,52,0.72,47,47,1,74,4418,7,0.095,59.7,2001
26,Phil Dawson,CLE,26,K,16,0,,,10,10,9,8,6,4,,,25,22,48,0.88,30,29,0.967,71,4068,2,0.028,57.3,2001
27,Olindo Mare,MIA,28,K,16,0,1,1,8,8,8,8,4,2,,,21,19,46,0.905,40,39,0.975,73,4547,12,0.164,62.3,2001
28,Jake Arians,BUF,23,K,10,0,,,6,6,4,2,11,4,,,21,12,49,0.571,17,16,0.941,2,26,,,13,2001
29,Bill Gramatica,ARI,23,K,13,0,1,1,7,7,4,3,7,4,1,1,20,16,50,0.8,25,25,1,51,3059,8,0.157,60,2001
30,Gary Anderson,MIN,42,K,16,0,,,7,7,4,2,7,6,,,18,15,44,0.833,30,29,0.967,10,555,,,55.5,2001
31,Tim Seder,DAL,27,K,8,0,,,5,5,5,3,6,3,1,,17,11,46,0.647,12,12,1,,,,,,2001
32,Jon Hilbert,DAL,26,K,8,0,,,3,3,6,6,7,2,,,16,11,43,0.688,12,12,1,,,,,,2001
33,Steve Christie,SDG,34,K,5,0,,,4,4,5,3,2,2,,,11,9,41,0.818,6,6,1,,,,,,2001
34,Shayne Graham,BUF,24,K,6,0,,,4,4,,,4,2,,,8,6,41,0.75,7,7,1,21,1165,,,55.5,2001
35,Cedric Oglesby,ARI,24,K,3,0,1,1,2,2,2,1,1,1,,,6,5,41,0.833,7,7,1,14,730,,,52.1,2001
36,Doug Brien,2TM,31,K,3,0,,,2,2,1,1,3,2,,,6,5,42,0.833,2,2,1,10,580,,,58,2001
37,Brad Daluiso,OAK,34,K,1,0,,,2,1,1,1,1,1,,,4,3,44,0.75,2,1,0.5,6,312,,,52,2001
38,Owen Pochman,NYG,24,K,10,0,,,,,,,,,2,,2,,,0,,,,8,460,1,0.125,57.5,2001
39,Jaret Holmes,JAX,25,K,4,0,,,,,,,,,,,,,,,1,1,1,2,109,,,54.5,2001
40,Toby Gowin,NOR,26,P,16,0,,,,,,,,,,,,,,,,,,75,4437,5,0.067,59.2,2001
41,Micah Knorr,DAL,26,P,16,0,,,,,,,,,,,,,,,,,,64,3757,4,0.063,58.7,2001
42,Mitch Berger,MIN,29,P,12,0,,,,,,,,,,,,,,,,,,48,3053,3,0.063,63.6,2001
43,Danny Kight,BAL,30,K,10,0,,,,,,,,,,,,,,,,,,48,2909,6,0.125,60.6,2001
44,Brian Moorman,BUF,25,P,16,0,,,,,,,,,,,,,,,,,,40,2153,2,0.05,53.8,2001
45,Todd Sauerbrun,CAR,28,P,16,0,,,,,,,,,,,,,,,,,,39,2443,4,0.103,62.6,2001
46,Hunter Smith,IND,24,P,16,0,,,,,,,,,,,,,,,,,,36,2187,,,60.8,2001
47,Jim Tarle,JAX,29,K,9,0,,,,,,,,,,,,,,,,,,34,2157,1,0.029,63.4,2001
48,Lee Johnson,2TM,40,P,9,0,,,,,,,,,,,,,,,,,,7,422,1,0.143,60.3,2001
49,Jason Baker,SFO,23,P,16,0,,,,,,,,,,,,,,,,,,5,267,,,53.4,2001
50,Pat Tillman,ARI,25,SS,12,12,,,,,,,,,,,,,,,,,,3,98,,,32.7,2001
51,John Lynch,TAM,30,SS,16,16,,,,,,,,,,,,,,,,,,2,90,,,45,2001
52,Josh Bidwell,GNB,25,P,16,0,,,,,,,,,,,,,,,,,,1,55,,,55,2001
53,Nick Harris,CIN,23,P,16,0,,,,,,,,,,,,,,,,,,1,24,,,24,2001
54,Josh Miller,PIT,31,P,16,0,,,,,,,,,,,,,,,,,,1,55,,,55,2001
55,Tom Tupa,NYJ,35,P,15,0,,,,,,,,,,,,,,,,,,1,57,,,57,2001
1,Matt Stover,BAL,32,K,16,0,2,2,9,9,13,12,12,10,3,2,39,35,51,0.897,30,30,1,82,5077,7,0.085,61.9,2000
2,Ryan Longwell,GNB,26,K,16,0,,,8,7,10,10,15,13,5,3,38,33,52,0.868,32,32,1,83,5069,5,0.06,61.1,2000
3,Joe Nedney,2TM,27,K,15,0,1,1,16,16,8,7,10,8,3,2,38,34,52,0.895,24,24,1,75,4660,10,0.133,62.1,2000
4,Steve Christie,BUF,33,K,16,0,2,2,13,11,6,4,13,9,1,,35,26,48,0.743,31,31,1,72,3860,1,0.014,53.6,2000
5,Martin Gramatica,TAM,25,K,16,0,,,8,8,10,8,9,7,7,5,34,28,55,0.824,42,42,1,87,5633,11,0.126,64.7,2000
6,Al Del Greco,TEN,38,K,16,0,,,15,13,8,7,9,6,1,1,33,27,50,0.818,38,37,0.974,,,,,,2000
7,David Akers,PHI,26,K,16,0,1,1,6,6,15,14,10,7,1,1,33,29,51,0.879,36,34,0.944,80,4868,4,0.05,60.9,2000
8,Tim Seder,DAL,26,K,15,0,2,2,6,5,11,9,13,9,1,,33,25,48,0.758,27,27,1,11,638,2,0.182,58,2000
9,Adam Vinatieri,NWE,28,K,16,0,,,13,11,9,8,8,7,3,1,33,27,53,0.818,25,25,1,67,4236,7,0.104,63.2,2000
10,Sebastian Janikowski,OAK,22,K,14,0,1,1,6,6,7,6,14,8,4,1,32,22,54,0.688,46,46,1,82,5311,14,0.171,64.8,2000
11,John Hall,NYJ,26,K,15,0,,,9,8,8,6,12,6,3,1,32,21,51,0.656,30,30,1,67,4320,9,0.134,64.5,2000
12,Olindo Mare,MIA,27,K,16,0,,,8,7,10,9,13,12,,,31,28,49,0.903,34,33,0.971,77,4644,7,0.091,60.3,2000
13,Morten Andersen,ATL,40,K,16,0,,,6,6,7,6,15,11,3,2,31,25,51,0.806,23,23,1,64,4168,12,0.188,65.1,2000
14,Kris Brown,PIT,24,K,16,0,1,1,8,8,10,9,9,6,2,1,30,25,52,0.833,33,32,0.97,77,4428,4,0.052,57.5,2000
15,Jason Hanson,DET,30,K,16,0,2,2,7,6,12,10,7,4,2,2,30,24,54,0.8,29,29,1,69,4459,10,0.145,64.6,2000
16,Doug Brien,NOR,30,K,16,0,1,1,6,6,5,4,15,12,2,,29,23,48,0.793,37,37,1,2,87,,,43.5,2000
17,Mike Vanderjagt,IND,30,K,16,0,1,1,6,6,13,13,6,5,1,,27,25,48,0.926,46,46,1,1,70,1,1,70,2000
18,Paul Edinger,CHI,22,K,16,0,1,1,5,5,9,7,10,6,2,2,27,21,54,0.778,21,21,1,58,3472,4,0.069,59.9,2000
19,Mike Hollis,JAX,28,K,12,0,,,7,6,8,8,8,7,3,3,26,24,51,0.923,33,33,1,3,34,,,11.3,2000
20,John Carney,SDG,36,K,16,0,1,1,3,3,7,5,10,7,4,2,25,18,54,0.72,27,27,1,64,3948,2,0.031,61.7,2000
21,Jason Elam,DEN,30,K,13,0,,,7,7,7,6,9,4,1,1,24,18,51,0.75,49,49,1,35,2136,,,61,2000
22,Gary Anderson,MIN,41,K,16,0,1,1,5,5,9,9,7,7,1,,23,22,49,0.957,45,45,1,24,1323,1,0.042,55.1,2000
23,Brad Daluiso,NYG,33,K,14,0,,,8,8,8,5,7,4,,,23,17,46,0.739,34,34,1,56,3336,2,0.036,59.6,2000
24,Cary Blanchard,ARI,32,K,16,0,1,1,2,2,11,9,5,2,4,2,23,16,54,0.696,19,18,0.947,54,2903,2,0.037,53.8,2000
25,Wade Richey,SFO,24,K,16,0,,,7,6,8,6,6,3,1,,22,15,47,0.682,45,43,0.956,81,5071,13,0.16,62.6,2000
26,Neil Rackers,CIN,24,K,16,0,,,5,5,9,5,7,2,,,21,12,45,0.571,21,21,1,46,2800,4,0.087,60.9,2000
27,Todd Peterson,KAN,30,K,11,0,1,1,5,5,9,7,5,2,,,20,15,42,0.75,25,25,1,,,,,,2000
28,Jeff Wilkins,STL,28,K,11,0,2,2,5,5,6,6,3,3,1,1,17,17,51,1,38,38,1,66,4362,15,0.227,66.1,2000
29,Rian Lindell,SEA,23,K,12,0,,,5,4,1,1,8,7,3,3,17,15,52,0.882,25,25,1,53,3200,3,0.057,60.4,2000
30,Phil Dawson,CLE,25,K,16,0,3,3,4,4,5,5,5,2,,,17,14,45,0.824,17,17,1,49,2966,6,0.122,60.5,2000
31,Kris Heppner,2TM,23,K,8,0,1,1,4,4,6,3,2,2,2,,15,10,45,0.667,17,17,1,36,2295,2,0.056,63.8,2000
32,Eddie Murray,WAS,44,K,6,0,,,2,2,4,3,6,3,,,12,8,47,0.667,8,7,0.875,1,12,,,12,2000
33,Pete Stoyanovich,2TM,33,K,8,0,,,2,2,3,,3,3,1,,9,5,48,0.556,26,26,1,18,1003,1,0.056,55.7,2000
34,Michael Husted,WAS,30,K,4,0,,,4,4,3,,1,,,,8,4,28,0.5,9,8,0.889,16,1054,1,0.063,65.9,2000
35,Richie Cunningham,CAR,30,K,4,0,,,5,3,2,2,,,,,7,5,39,0.714,9,9,1,18,1018,,,56.6,2000
36,Steve Lindsey,2TM,26,K,16,0,2,2,,,3,1,2,2,,,7,5,49,0.714,5,5,1,31,1953,4,0.129,63,2000
37,Brett Conway,3TM,25,K,4,0,2,2,3,3,,,1,1,,,6,6,40,1,8,8,1,18,1132,1,0.056,62.9,2000
38,Jeff Hall,STL,24,K,3,0,,,1,1,1,1,2,1,1,1,5,4,50,0.8,9,9,1,16,972,,,60.8,2000
39,Jaret Holmes,NYG,24,K,4,0,,,1,1,1,1,,,,,2,2,34,1,3,3,1,6,401,2,0.333,66.8,2000
40,Shane Lechler,OAK,24,P,16,0,,,,,1,,,,,,1,,,0,7,7,1,9,564,1,0.111,62.7,2000
41,Craig Hentrich,TEN,29,P,16,0,,,,,,,,,1,,1,,,0,,,,78,4764,1,0.013,61.1,2000
42,Scott Bentley,2TM,26,K,7,0,,,,,,,,,1,1,1,1,50,1,,,,5,310,,,62,2000
43,Todd Sauerbrun,KAN,27,P,16,0,,,,,,,,,,,,,,,,,,78,4883,6,0.077,62.6,2000
44,Toby Gowin,NOR,25,P,16,0,,,,,,,,,,,,,,,,,,75,4815,3,0.04,64.2,2000
45,Mitch Berger,MIN,28,P,16,0,,,,,,,,,,,,,,,,,,58,3893,10,0.172,67.1,2000
46,Micah Knorr,DAL,25,P,14,0,,,,,,,,,,,,,,,,,,55,3516,8,0.145,63.9,2000
47,Barry Cantrell,DAL,24,P,2,0,,,,,,,,,,,,,,,,,,4,215,,,53.8,2000
48,John Jett,DET,32,P,16,0,,,,,,,,,,,,,,,,,,4,256,,,64,2000
49,Chris Thomas,STL,29,WR,16,0,,,,,,,,,,,,,,,,,,4,213,,,53.3,2000
50,Ken Walter,CAR,28,P,16,0,,,,,,,,,,,,,,,,,,4,180,,,45,2000
51,Chris Mohr,BUF,34,P,16,0,,,,,,,,,,,,,,,,,,3,176,,,58.7,2000
52,John Baker,STL,23,P,15,0,,,,,,,,,,,,,,,,,,2,85,,,42.5,2000
53,Lee Johnson,NWE,39,P,16,0,,,,,,,,,,,,,,,,,,2,116,,,58,2000
54,Daniel Pope,CIN,25,P,16,0,,,,,,,,,,,,,,,,,,2,67,,,33.5,2000
55,Bryan Barker,JAX,36,P,16,0,,,,,,,,,,,,,,,,,,1,64,,,64,2000
56,Darren Bennett,SDG,35,P,16,0,,,,,,,,,,,,,,,,,,1,52,,,52,2000
57,Tom Rouen,DEN,32,P,16,0,,,,,,,,,,,,,,,,,,1,44,,,44,2000
58,Hunter Smith,IND,23,P,16,0,,,,,,,,,,,,,,,,,,1,40,,,40,2000
59,Pat Tillman,ARI,24,SS,16,16,,,,,,,,,,,,,,,,,,1,20,,,20,2000
60,Tom Tupa,NYJ,34,P,16,0,,,,,,,,,,,,,,,,,,1,58,,,58,2000
1,Olindo Mare,MIA,26,K,16,0,1,1,9,9,17,17,14,9,5,3,46,39,53,0.848,27,27,1,84,5216,20,0.238,62.1,1999
2,Todd Peterson,SEA,29,K,16,0,1,1,10,10,11,8,16,14,2,1,40,34,51,0.85,32,32,1,85,5159,1,0.012,60.7,1999
3,Mike Vanderjagt,IND,29,K,16,0,2,2,10,10,13,11,11,10,2,1,38,34,53,0.895,43,43,1,17,1029,,,60.5,1999
4,Mike Hollis,JAX,27,K,16,0,,,13,12,9,8,15,10,1,1,38,31,50,0.816,37,37,1,,,,,,1999
5,Jason Elam,DEN,29,K,16,0,1,1,8,8,8,7,11,8,8,5,36,29,55,0.806,29,29,1,74,4588,3,0.041,62,1999
6,John Carney,SDG,35,K,16,0,2,2,13,13,8,6,12,9,1,1,36,31,50,0.861,23,22,0.957,70,4407,2,0.029,63,1999
7,Steve Christie,BUF,32,K,16,0,2,2,10,10,10,7,9,3,3,3,34,25,52,0.735,33,33,1,74,4531,5,0.068,61.2,1999
8,Matt Stover,BAL,31,K,16,0,4,4,9,9,8,6,7,7,5,2,33,28,50,0.848,32,32,1,76,4610,3,0.039,60.7,1999
9,Adam Vinatieri,NWE,27,K,16,0,1,1,14,14,7,5,9,5,2,1,33,26,51,0.788,30,29,0.967,71,4447,5,0.07,62.6,1999
10,John Hall,NYJ,25,K,16,0,,,4,3,17,17,12,7,,,33,27,48,0.818,29,27,0.931,77,5075,12,0.156,65.9,1999
11,Brett Conway,WAS,24,K,16,0,,,9,7,7,6,7,6,9,3,32,22,51,0.688,50,49,0.98,90,5552,7,0.078,61.7,1999
12,Jason Hanson,DET,29,K,16,0,,,8,8,4,4,12,10,8,4,32,26,52,0.813,29,28,0.966,75,4806,15,0.2,64.1,1999
13,Martin Gramatica,TAM,24,K,16,0,,,8,8,12,10,8,6,4,3,32,27,53,0.844,25,25,1,65,3969,6,0.092,61.1,1999
14,Michael Husted,OAK,29,K,13,0,2,2,3,3,11,7,12,8,3,,31,20,49,0.645,30,30,1,66,4224,6,0.091,64,1999
15,Gary Anderson,MIN,40,K,16,0,,,8,6,11,9,9,4,2,,30,19,44,0.633,46,46,1,5,288,,,57.6,1999
16,Ryan Longwell,GNB,25,K,16,0,,,9,8,9,8,10,8,2,1,30,25,50,0.833,38,38,1,80,4941,5,0.063,61.8,1999
17,Kris Brown,PIT,23,K,16,0,2,2,5,5,10,9,11,8,1,1,29,25,51,0.862,31,30,0.968,73,4083,3,0.041,55.9,1999
18,Doug Brien,NOR,29,K,16,0,,,11,9,7,6,9,7,2,2,29,24,52,0.828,21,20,0.952,65,3900,4,0.062,60,1999
19,Jeff Wilkins,STL,27,K,16,0,1,1,5,5,7,6,11,7,4,1,28,20,51,0.714,64,64,1,101,6597,13,0.129,65.3,1999
20,Pete Stoyanovich,KAN,32,K,16,0,1,1,7,7,6,5,13,7,1,1,28,21,51,0.75,45,45,1,64,3710,1,0.016,58,1999
21,Doug Pelfrey,CIN,29,K,16,0,1,1,11,9,12,7,2,,1,1,27,18,50,0.667,27,27,1,13,700,,,53.8,1999
22,Chris Jacke,ARI,33,K,16,0,,,5,5,12,10,7,4,3,,27,19,49,0.704,26,26,1,57,3380,1,0.018,59.3,1999
23,Richie Cunningham,2TM,29,K,15,0,,,8,6,6,5,10,4,1,,25,15,47,0.6,45,44,0.978,20,1134,2,0.1,56.7,1999
24,Al Del Greco,TEN,37,K,16,0,1,1,8,8,9,7,6,4,1,1,25,21,50,0.84,43,43,1,,,,,,1999
25,John Kasay,CAR,30,K,13,0,1,1,8,8,6,6,6,5,4,2,25,22,52,0.88,33,33,1,69,4270,7,0.101,61.9,1999
26,Norm Johnson,PHI,39,K,15,0,,,9,8,8,5,6,5,2,,25,18,49,0.72,25,25,1,,,,,,1999
27,Wade Richey,SFO,23,K,16,0,1,1,7,7,8,7,6,5,1,1,23,21,52,0.913,31,30,0.968,72,4397,17,0.236,61.1,1999
28,Morten Andersen,ATL,39,K,16,0,1,1,5,5,8,5,6,4,1,,21,15,49,0.714,34,34,1,63,4048,7,0.111,64.3,1999
29,Cary Blanchard,NYG,31,K,10,0,,,7,7,4,2,10,9,,,21,18,48,0.857,19,19,1,45,2454,4,0.089,54.5,1999
30,Chris Boniol,CHI,28,K,10,0,,,6,6,6,2,5,3,1,,18,11,46,0.611,18,17,0.944,29,1510,1,0.034,52.1,1999
31,Phil Dawson,CLE,24,K,15,0,,,2,2,5,3,5,3,,,12,8,49,0.667,24,23,0.958,41,2306,2,0.049,56.2,1999
32,Eddie Murray,DAL,43,K,4,0,,,3,3,4,3,2,1,,,9,7,40,0.778,10,10,1,,,,,,1999
33,Brad Daluiso,NYG,32,K,6,0,,,4,4,3,3,2,,,,9,7,36,0.778,9,9,1,22,1387,8,0.364,63,1999
34,Jeff Jaeger,CHI,35,K,3,0,,,,,2,,5,1,1,1,8,2,52,0.25,7,7,1,,,,,,1999
35,Joe Nedney,2TM,26,K,4,0,,,2,2,2,2,1,,2,1,7,5,52,0.714,13,13,1,20,1268,2,0.1,63.4,1999
36,Brian Gowins,CHI,23,K,2,0,,,3,3,,,2,1,1,,6,4,43,0.667,3,3,1,,,,,,1999
37,David Akers,PHI,25,K,16,0,,,,,,,3,2,3,1,6,3,53,0.5,2,2,1,67,4223,8,0.119,63,1999
38,Jaret Holmes,CHI,23,K,3,0,,,,,2,2,,,,,2,2,39,1,,,,3,176,,,58.7,1999
39,Craig Hentrich,TEN,28,P,16,0,,,,,,,,,,,,,,,,,,84,5102,4,0.048,60.7,1999
40,Mitch Berger,MIN,27,P,16,0,,,,,,,,,,,,,,,,,,78,5217,13,0.167,66.9,1999
41,Toby Gowin,DAL,24,P,16,0,,,,,,,,,,,,,,,,,,75,4881,12,0.16,65.1,1999
42,Will Brice,CIN,25,P,11,0,,,,,,,,,,,,,,,,,,31,1722,1,0.032,55.5,1999
43,Todd Sauerbrun,CHI,26,P,16,0,,,,,,,,,,,,,,,,,,26,1641,3,0.115,63.1,1999
44,Brad Costello,CIN,25,P,5,0,,,,,,,,,,,,,,,,,,22,1089,1,0.045,49.5,1999
45,Hunter Smith,IND,22,P,16,0,,,,,,,,,,,,,,,,,,12,702,,,58.5,1999
46,Chris Gardocki,CLE,29,P,16,0,,,,,,,,,,,,,,,,,,10,464,1,0.1,46.4,1999
47,Josh Miller,PIT,29,P,16,0,,,,,,,,,,,,,,,,,,5,288,,,57.6,1999
48,Mark Royals,TAM,34,P,16,0,,,,,,,,,,,,,,,,,,5,338,2,0.4,67.6,1999
49,John Jett,DET,31,P,16,0,,,,,,,,,,,,,,,,,,4,238,,,59.5,1999
50,Lee Johnson,NWE,38,P,16,0,,,,,,,,,,,,,,,,,,2,74,,,37,1999
51,Leo Araguz,OAK,29,P,16,0,,,,,,,,,,,,,,,,,,1,40,,,40,1999
52,Brad Maynard,NYG,25,P,16,0,,,,,,,,,,,,,,,,,,1,81,,,81,1999
53,Scott Player,ARI,30,P,16,0,,,,,,,,,,,,,,,,,,1,54,,,54,1999
54,Dan Stryzinski,ATL,34,P,16,0,,,,,,,,,,,,,,,,,,1,42,,,42,1999
1,Steve Christie,BUF,31,K,16,0,1,1,12,10,14,12,11,9,3,1,41,33,52,0.805,41,41,1,88,5582,12,0.136,63.4,1998
2,Adam Vinatieri,NWE,26,K,16,0,3,3,8,8,14,9,12,9,2,2,39,31,55,0.795,32,32,1,79,4937,6,0.076,62.5,1998
3,Al Del Greco,TEN,36,K,16,0,1,1,8,8,15,15,15,12,,,39,36,48,0.923,28,28,1,1,67,,,67,1998
4,Gary Anderson,MIN,39,K,16,0,1,1,11,11,9,9,12,12,2,2,35,35,53,1,59,59,1,2,108,,,54,1998
5,John Hall,NYJ,24,K,16,0,,,9,9,13,9,10,6,3,1,35,25,54,0.714,46,45,0.978,84,5692,24,0.286,67.8,1998
6,Richie Cunningham,DAL,28,K,16,0,1,1,9,9,11,8,11,10,3,1,35,29,54,0.829,40,40,1,,,,,,1998
7,Ryan Longwell,GNB,24,K,16,0,1,1,6,6,15,13,10,9,1,,33,29,45,0.879,43,41,0.953,88,5440,7,0.08,61.8,1998
8,Jason Hanson,DET,28,K,16,0,,,8,8,7,7,15,13,3,1,33,29,52,0.879,29,27,0.931,73,5035,24,0.329,69,1998
